"Buyer                  ","Proj. ","SWBS","Item            ","Description         ","Linked STD Item ","EBOM Qty","Orig.   ","Consum  ","Remain  ","Group ","Supplier","Hold","MRIY Date ","LTime","SHLF LF ","Plan Or.Dt","UOM","On Hand ","On Order","Alloc   ","    EFDB      "," Act. Issue   ","Shortage"
"  8018 SCHELL, KEN     ","487","42","    042-01-00004","LEASE, MCABI BUILDIN","SRV300-012400021","9","9","0","9","  SRVC","        ","No  ","06/30/2018","123","0","02/27/2018","MON","0","3","0","9","0","6"
"  8018 SCHELL, KEN     ","487","300","    300-99-GWTAG","ELECTRICAL TAGS GOOD","SRV526-031400003","10000","10000","0","10000","  SRVC","101283","No  ","06/30/2018","123","0","02/27/2018","DOL","0","0","0","10000","0","10000"
"  8018 SCHELL, KEN     ","487","446","    446-01-0001A","SHREDDER, PAPER, HIG","370600000011-001","1","1","0","1","37","105494","No  ","11/14/2019","123","0","07/14/2019","EA ","0","0","0","1","0","1"
"  8018 SCHELL, KEN     ","487","631","    631-01-00001","SRVC, RENTAL, SPONGE","SRV300-012400019","1","1","0","1","  SRVC","        ","No  ","06/30/2018","123","0","02/27/2018","DOL","0","0","0","1","0","1"
"  8018 SCHELL, KEN     ","487","982","    982-00-CNDLR","SHIPS CHANDLER      ","SRV520-012700001","40000","40000","0","40000","  SRVC","100633","No  ","06/30/2018","180","0","01/01/2018","DOL","0","0","0","40000","0","40000"
"  8018 SCHELL, KEN     ","487","982","    982-01-00140","CLEANING OF LINENS  ","SRV300-012000005","1","1","0","1","  SRVC","        ","No  ","06/30/2018","123","0","02/27/2018","LO ","0","0","0","1","0","1"
"  8018 SCHELL, KEN     ","487","982","    982-01-VS001","VSR, CLEAN & SANITIZ","            -VSR","1","1","0","1","  SRVC","        ","No  ","06/30/2018","123","0","02/27/2018","LO ","0","0","0","1","0","1"
"  8018 SCHELL, KEN     ","487","986","    986-01-00077","SERVICE, RENTAL, 28V","SRV300-012400001","1","1","0","1","  SRVC","104783","No  ","06/30/2018","123","0","02/27/2018","EA ","0","0","0","1","0","1"
"  8018 SCHELL, KEN     ","487","986","    986-01-00562","VENDOR SERVICES, CON","SRV656-011000002","1","1","0","1","  SRVC","107725","No  ","06/30/2018","123","0","02/27/2018","EA ","0","0","0","1","0","1"
"  8018 SCHELL, KEN     ","487","992","    992-01-00341","SRVC, RENTAL, FRACK ","SRV650-012400002","1","1","0","1","  SRVC","        ","No  ","06/30/2018","123","0","02/27/2018","LO ","0","0","0","1","0","1"
"  8018 SCHELL, KEN     ","487","992","    992-01-62001","BLOCKING, 12"" X 12"" ","840507030000-064","22","22","0","22","84","33407","No  ","09/03/2018","14","0","08/20/2018","EA ","0","0","0","22","0","22"
"  8018 SCHELL, KEN     ","487","992","    992-01-62002","BLOCKING, 5"" X 12"" X","840507030000-057","52","52","0","52","84","33407","No  ","09/03/2018","14","0","08/20/2018","EA ","0","0","0","52","0","52"
"  8018 SCHELL, KEN     ","487","992","    992-01-62003","BLOCKING, 2"" X 12"" X","840507030000-054","73","73","0","73","84","33407","No  ","09/03/2018","14","0","08/20/2018","EA ","0","0","0","73","0","73"
"  8018 SCHELL, KEN     ","487","992","    992-01-62004","BLOCKING, WEDGES, 3x","841602-000000001","100","100","0","100","84","33407","No  ","09/03/2018","14","0","08/20/2018","EA ","0","0","0","100","0","100"
"  8018 SCHELL, KEN     ","487","992","    992-01-VS004","VSR, MISC. SCAFFOLDI","                ","1","1","0","1","  SRVC","        ","No  ","06/30/2018","123","0","02/27/2018","DOL","0","0","0","1","0","1"
"  8018 SCHELL, KEN     ","487","996","    996-01-00034","TIMBER, DOUGLAS FIR ","841401-000000002","1","1","0","1","84","        ","No  ","09/03/2018","123","0","05/03/2018","EA ","0","0","0","1","0","1"
"  8018 SCHELL, KEN     ","487","996","    996-01-VS001","VSR, FORKLIFT, TRANS","            -VSR","1","1","0","1","  SRVC","103908","No  ","06/30/2018","123","0","02/27/2018","LO ","0","0","0","1","0","1"
"  8018 SCHELL, KEN     ","487","996","    996-99-FLAGS","CLEANING, LAUNCH FLA","SRV533-012000001","1","1","0","1","  SRVC","107592","No  ","07/02/2019","123","0","03/01/2019","LO ","0","0","0","1","0","1"
"  8018 SCHELL, KEN     ","487","551","551-01-M0008-L31","CERTIFICATE, CALIBRA","            -L31","1","1","0","1","80","        ","No  ","03/21/2019","60","0","01/20/2019","EA ","0","0","0","1","0","1"
"  8018 SCHELL, KEN     ","487","551","551-01-VPR09-L31","CERTIFICATE, CALIBRA","            -L31","1","1","0","1","53","        ","No  ","01/21/2019","60","0","11/22/2018","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","110","    110-01-08632","VENDOR SERVICES TO R","SRV521-030300099","1","1","0","1","  SRVC","        ","No  ","07/24/2018","123","0","03/23/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","110","    110-01-08633","VNDR SRVC, TO CUT AL","SRV521-032200436","1","1","0","1","  SRVC","        ","No  ","07/24/2018","123","0","03/23/2018","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","110","    110-01-A1L00","VENDOR SERVICES TO C","SRV521-030300104","1","1","0","1","  SRVC","105057","No  ","06/30/2018","123","0","02/27/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","110","    110-01-A2LB1","VENDOR SERVICE TO CU","SRV521-030300106","1","1","0","1","  SRVC","100876","No  ","06/30/2018","123","0","02/27/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","110","    110-01-S0000","VENDOR SERVICES TO C","SRV521-030300113","1","1","0","1","  SRVC","100876","No  ","06/30/2018","123","0","02/27/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","110","    110-01-S1US1","VENDOR SERVICES TO C","SRV521-030300114","1","1","0","1","  SRVC","105057","No  ","10/27/2018","123","0","06/26/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","110","    110-01-S2LE1","VENDOR SERVICES TO C","SRV521-030300115","1","1","0","1","  SRVC","105057","No  ","07/24/2018","123","0","03/23/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","110","    110-01-S3LE2","VENDOR SERVICES TO R","SRV521-030300116","1","1","0","1","  SRVC","102946","No  ","06/30/2018","123","0","02/27/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","127","    127-01-25601","TANK, MPDE, JACKET W","160200-000000003","2","2","0","2","16","100979","No  ","08/04/2019","123","0","04/03/2019","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","487","127","    127-01-26101","TANK, SSDG FUEL SERV","160200-000000004","1","1","0","1","16","100979","No  ","05/15/2019","23","0","04/22/2019","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","127","    127-01-26102","TANK, SSDG FUEL SERV","160200-000000005","1","1","0","1","16","100979","No  ","05/15/2019","23","0","04/22/2019","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","127","    127-01-26103","TANK, MAIN PROPULSIO","160200-000000006","2","2","0","2","16","100979","No  ","08/04/2019","123","0","04/03/2019","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","487","127","    127-01-26201","TANK, SSDG LUBE OIL ","160200-000000007","1","1","0","1","16","100788","No  ","05/15/2019","23","0","04/22/2019","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","127","    127-01-51401","TANK, CHILLED WATER ","160200-000000008","1","1","0","1","16","22079","No  ","11/12/2018","23","0","10/20/2018","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","127","    127-01-53301","TANK, BATTLE DRESSIN","160201-000000001","1","1","0","1","16","100979","No  ","08/28/2019","23","0","08/05/2019","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","150","    150-00-DC012","DETACOUPLE/BIMETALLI","100407-000000001","2100","2100","0","2100","10","104417","No  ","06/30/2018","145","0","02/05/2018","LF ","0","0","0","2100","0","2100"
"  8019 EBSCH, KRISTI   ","487","150","    150-01-00900","VENDOR SERVICES TO W","SRV521-030300248","1","1","0","1","  SRVC","        ","No  ","06/30/2018","123","0","02/27/2018","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","150","    150-01-00901","VNDR SRVC, WATERJET ","SRV521-030300249","1","1","0","1","  SRVC","        ","No  ","06/30/2018","123","0","02/27/2018","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","150","    150-01-D1SD1","SRVC, ALUM & STRUC F","SRV521-030300260","1","1","0","1","  SRVC","100876","No  ","11/17/2018","123","0","07/17/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","150","    150-01-D1SD3","SRVC, ALUM & STRUC F","SRV521-030300264","1","1","0","1","  SRVC","100876","No  ","11/17/2018","123","0","07/17/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","150","    150-01-D1TD1","SRVC, ALUM & STRUC F","SRV521-030300265","1","1","0","1","  SRVC","100876","No  ","04/28/2019","123","0","12/26/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","150","    150-01-D2MM1","SRVC, ALUM & STRUC F","SRV521-030300267","1","1","0","1","  SRVC","100876","No  ","07/27/2019","123","0","03/26/2019","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","150","    150-01-D2SD1","SRVC, ALUM & STRUC F","SRV521-030300269","1","1","0","1","  SRVC","100876","No  ","09/15/2018","123","0","05/15/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","150","    150-01-D2TD1","SRVC, ALUM & STRUC F","SRV521-030300273","1","1","0","1","  SRVC","100876","No  ","03/09/2019","123","0","11/06/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","150","    150-01-D3SD1","SRVC, ALUM & STRUC F","SRV521-030300277","1","1","0","1","  SRVC","100876","No  ","03/16/2019","123","0","11/13/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","150","    150-01-D3SS1","SRVC, ALUM & STRUC F","SRV521-030300279","1","1","0","1","  SRVC","100876","No  ","03/16/2019","123","0","11/13/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","150","    150-01-D3SS2","SRVC, ALUM & STRUC F","SRV521-030300281","1","1","0","1","  SRVC","100876","No  ","03/30/2019","123","0","11/27/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","150","    150-01-D3TD1","SRVC, ALUM & STRUC F","SRV521-030300283","1","1","0","1","  SRVC","100876","No  ","05/18/2019","123","0","01/15/2019","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","150","    150-01-D4SD1","SRVC, ALUM & STRUC F","SRV521-030300285","1","1","0","1","  SRVC","100876","No  ","01/26/2019","123","0","09/25/2018","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","161","    161-01-00001","PORT OUTBOARD WATERJ","SRV521-030500002","1","1","0","1","  SRVC","106024","No  ","07/24/2018","56","0","05/29/2018","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","161","    161-01-00002","PORT OUTBOARD WATERJ","SRV521-030500083","1","1","0","1","  SRVC","106024","No  ","07/24/2018","56","0","05/29/2018","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","161","    161-01-00003","PORT OUTBOARD WATERJ","SRV521-030500084","1","1","0","1","  SRVC","106024","No  ","07/24/2018","56","0","05/29/2018","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","161","    161-01-00004","PORT INBOARD WATERJE","SRV521-030500085","1","1","0","1","  SRVC","106024","No  ","07/24/2018","56","0","05/29/2018","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","161","    161-01-00005","PORT INBOARD WATERJE","SRV521-030500086","1","1","0","1","  SRVC","106024","No  ","07/24/2018","56","0","05/29/2018","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","161","    161-01-00006","PORT INBOARD WATERJE","SRV521-030500087","1","1","0","1","  SRVC","106024","No  ","07/24/2018","56","0","05/29/2018","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","161","    161-01-00007","STBD OUTBOARD WATERJ","SRV521-030500088","1","1","0","1","  SRVC","106024","No  ","07/24/2018","56","0","05/29/2018","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","487","161","    161-01-00008","STBD OUTBOARD WATERJ","SRV521-030500089","1","1","0","1","  SRVC","106024","No  ","07/24/2018","56","0","05/29/2018","EA ","0","0","0","1","0","1"
